X,Y,cellid,lat,lon,PosXcd_142,PosYcd_142
-852109.629447203,-1013680.11715534,BKVDHO2,50.204135000000001,12.848283000000000,-852110,-1013680
-843794.115199249,-997536.480698754,BKVJAS1,50.359200000000001,12.928034999999999,-843794,-997536
-861772.002540658,-1005861.17090142,BSOVRE3,50.259807000000002,12.697217999999999,-861772,-1005861
-843228.696643189,-1011073.04891073,BKVSED1,50.239775000000002,12.965491999999999,-843229,-1011073
-849241.900686844,-1011643.9296669,DKVNAV4,50.226261999999998,12.883489000000001,-849242,-1011644
-858178.725642309,-996844.320705575,BKVTIV3,50.344980999999997,12.726891999999999,-858179,-996844
-850357.959370354,-1010627.25441797,DKVSPO3,50.233716000000001,12.865805000000000,-850358,-1010627
-849140.037590621,-1012413.14363121,UKVIMP104,50.219574999999999,12.886588000000000,-849140,-1012413
-849147.847686958,-1010607.81770609,UKVKOL201,50.235595000000004,12.882515000000000,-849148,-1010608
-857810.167077261,-1023310.78319157,BSOKRO1,50.110551999999998,12.790737999999999,-857810,-1023311
-842925.372119564,-1001550.3837457,VKVYOZ101,50.324772000000003,12.948886999999999,-842925,-1001550
-850357.959370354,-1010627.25441797,BKVSPO2,50.233716000000001,12.865805000000000,-850358,-1010627
-844391.063438546,-1007661.42700494,BKVBOR4,50.268445999999997,12.941938000000000,-844391,-1007661
-843516.628983581,-991438.1639242,VKVYBD104,50.413744999999999,12.918495000000000,-843517,-991438
-857220.274504267,-1012290.46958979,BKVHOR3,50.209228000000003,12.774513000000001,-857220,-1012290
-853620.164180945,-1021463.38736259,BSOLEZ2,50.132891000000001,12.844529000000000,-853620,-1021463
-843418.814045831,-991609.037537638,BKVBOZ3,50.412365000000001,12.920230000000000,-843419,-991609
-849147.847686958,-1010607.81770609,UKVKOL202,50.235595000000004,12.882515000000000,-849148,-1010608
-836349.023428324,-1016545.68827733,BKVDOU4,50.200747000000000,13.072615000000001,-836349,-1016546
-853745.849810662,-1011381.40355592,BKVDVR2,50.222230000000003,12.820575000000000,-853746,-1011381
-870963.70415464,-999669.895336398,VSOYRO101,50.301519999999996,12.556004000000000,-870964,-999670
-854107.126377542,-992416.042340744,BKVHBL1,50.390093000000000,12.773536000000000,-854107,-992416
-844391.063438546,-1007661.42700494,BKVBOR2,50.268445999999997,12.941938000000000,-844391,-1007661
-845250.528980235,-995949.882998586,VKVYNM101,50.371243000000000,12.904330000000000,-845251,-995950
-863703.804494925,-1028717.9817039,BCHPRM2,50.054155999999999,12.721394999999999,-863704,-1028718
-871875.232877753,-1005626.3453326,VSOYOL101,50.247346000000000,12.556842000000000,-871875,-1005626
-843516.628983581,-991438.1639242,VKVYBD102,50.413744999999999,12.918495000000000,-843517,-991438
-852461.73702798,-1009462.42989048,UKVDVO102,50.241086000000003,12.834114000000000,-852462,-1009462
-849286.225807192,-1009420.61767696,UKVBOH101,50.245941999999999,12.877990000000000,-849286,-1009421
-851422.554985051,-1009960.05147717,UKVUKO203,50.238137000000002,12.849598000000000,-851423,-1009960
-849140.037590621,-1012413.14363121,BKVIMP2,50.219574999999999,12.886588000000000,-849140,-1012413
-851338.789768683,-1010402.36195704,UKVLIS103,50.234327999999998,12.851732000000000,-851339,-1010402
-855623.681586687,-1005582.90252728,VKVYNR103,50.271045999999998,12.781746000000000,-855624,-1005583
-851468.263952713,-1011128.44918539,BKVSUM2,50.227697999999997,12.851539000000001,-851468,-1011128
-863205.1366269,-1014105.75812802,BSOSED2,50.184575000000002,12.695784000000000,-863205,-1014106
-850357.959370354,-1010627.25441797,UKVSPO203,50.233716000000001,12.865805000000000,-850358,-1010627
-846499.375475248,-1011195.19879147,UKVSTE103,50.234105000000000,12.920470999999999,-846499,-1011195
-855648.473398204,-1005470.79894978,BKVNVR1,50.272005999999998,12.781154000000001,-855648,-1005471
-859384.2308325,-1011566.356893,VSOYNS101,50.212575000000001,12.742971000000001,-859384,-1011566
-858765.23348314,-1008518.91828546,DSOCHO1,50.240510000000000,12.744764000000000,-858765,-1008519
-871674.986267847,-1005861.98258115,BSOOLO3,50.245545000000000,12.560145000000000,-871675,-1005862
-847194.984152851,-1009679.65810288,UKVVSE203,50.246586000000001,12.907518000000000,-847195,-1009680
-843110.835001709,-1002980.87512566,BKVOMA2,50.311807999999999,12.949445000000001,-843111,-1002981
-850875.87664685,-1011138.65823628,UKVKRY103,50.228444000000003,12.859761000000001,-850876,-1011139
-849644.874194732,-1011642.02328817,UKVSAD104,50.225710999999997,12.877907000000000,-849645,-1011642
-849918.84626857,-1011228.57433722,BKVTGM4,50.228996000000002,12.873206000000000,-849919,-1011229
-850357.959370354,-1010627.25441797,BKVSPO3,50.233716000000001,12.865805000000000,-850358,-1010627
-853878.862086102,-1018857.49956921,BKVKFE1,50.155662999999997,12.835220000000000,-853879,-1018857
-849732.95036947,-1012321.08102488,UKVPUP202,50.219557000000002,12.878180000000000,-849733,-1012321
-861772.002540658,-1005861.17090142,BSOVRE2,50.259807000000002,12.697217999999999,-861772,-1005861
-843907.43540837,-999600.650801944,BKVHOZ1,50.340710000000001,12.930990000000000,-843907,-999601
-849732.95036947,-1012321.08102488,BKVPUP1,50.219557000000002,12.878180000000000,-849733,-1012321
-850294.262843696,-1010237.35323499,DKVPAN3,50.237268000000000,12.865829000000000,-850294,-1010237
-850079.511729389,-996919.562987549,BKVPLE2,50.355822000000003,12.839435000000000,-850080,-996920
-849918.84626857,-1011228.57433722,DKVTGM4,50.228996000000002,12.873206000000000,-849919,-1011229
-861687.052439736,-1038273.38519628,BCHPOV1,49.972203999999998,12.770314000000001,-861687,-1038273
-852109.629447203,-1013680.11715534,UKVDHO103,50.204135000000001,12.848283000000000,-852110,-1013680
-849147.847686958,-1010607.81770609,UKVKOL102,50.235595000000004,12.882515000000000,-849148,-1010608
-853591.42749296,-1013121.04086188,UKVSTU201,50.207003000000000,12.826551000000000,-853591,-1013121
-851298.230263622,-995093.361773684,BKVABE1,50.370311000000001,12.818478000000001,-851298,-995093
-851468.263952713,-1011128.44918539,BKVSUM3,50.227697999999997,12.851539000000001,-851468,-1011128
-839978.169348604,-1007577.31574926,BKVRAD4,50.275364000000003,13.002907000000000,-839978,-1007577
-858988.871420918,-1008222.77823654,BSOCHD1,50.242820000000002,12.741009999999999,-858989,-1008223
-853745.849810662,-1011381.40355592,UKVDVR102,50.222230000000003,12.820575000000000,-853746,-1011381
-849241.900686844,-1011643.9296669,UKVNAV104,50.226261999999998,12.883489000000001,-849242,-1011644
-858530.773099275,-994404.765897058,BKVNHM2,50.366132999999998,12.716561000000000,-858531,-994405
-843154.064417261,-1003562.95391094,BKVOST1,50.306578000000002,12.950119000000001,-843154,-1003563
-856761.365824126,-1021022.68822976,VSOYHS101,50.132354999999997,12.800169000000000,-856761,-1021023
-850682.638806751,-1004098.83525314,BKVRUP2,50.291224999999997,12.846925000000001,-850683,-1004099
-849140.037590621,-1012413.14363121,BKVIMP1,50.219574999999999,12.886588000000000,-849140,-1012413
-852778.801343367,-1010857.69580359,UKVCHE104,50.228248999999998,12.832803000000000,-852779,-1010858
-850217.313500414,-1011159.65369212,BKVBER2,50.229187000000003,12.868923000000001,-850217,-1011160
-851422.554985051,-1009960.05147717,BKVUKO2,50.238137000000002,12.849598000000000,-851423,-1009960
-852012.109203001,-1011435.84591605,BKVARE4,50.224200000000003,12.844689000000001,-852012,-1011436
-842802.494568172,-1003642.83909827,VKVYOL104,50.306361000000003,12.955169000000000,-842802,-1003643
-840009.333394492,-1000004.15509084,BKVMAR2,50.342584000000002,12.985969000000001,-840009,-1000004
-872508.81152824,-990333.000016914,BSOBUB3,50.382123999999997,12.513415999999999,-872509,-990333
-860973.274723,-1008368.6612917,USOVIN101,50.238692000000000,12.713868000000000,-860973,-1008369
-846499.375475248,-1011195.19879147,BKVSTE4,50.234105000000000,12.920470999999999,-846499,-1011195
-845577.664851213,-997377.112947577,BKVMAN4,50.358108999999999,12.902927000000000,-845578,-997377
-849732.95036947,-1012321.08102488,BKVPUP9,50.219557000000002,12.878180000000000,-849733,-1012321
-853591.42749296,-1013121.04086188,UKVSTU102,50.207003000000000,12.826551000000000,-853591,-1013121
-850875.87664685,-1011138.65823628,UKVKRY101,50.228444000000003,12.859761000000001,-850876,-1011139
-852461.73702798,-1009462.42989048,DKVDVO4,50.241086000000003,12.834114000000000,-852462,-1009462
-850357.959370354,-1010627.25441797,BKVSPO4,50.233716000000001,12.865805000000000,-850358,-1010627
-858610.190517281,-1008909.02012555,VSOYCH104,50.237268000000000,12.747776999999999,-858610,-1008909
-850357.959370354,-1010627.25441797,UKVSPO204,50.233716000000001,12.865805000000000,-850358,-1010627
-850294.262843696,-1010237.35323499,BKVPAN3,50.237268000000000,12.865829000000000,-850294,-1010237
-852012.109203001,-1011435.84591605,UKVARE103,50.224200000000003,12.844689000000001,-852012,-1011436
